job_title,job_skills,company,job_location,job_level,job_type
"Sr Analyst, People Analytics and Data","Data Analysis, Business Analysis, Statistics, Workday Report Writer, Power BI, SQL, Robotic Process Automation, Office 365, Process Analysis, System Analysis, Financial Analysis, Problem Solving, Probability, Statistical Analysis, MultiTasking, Communication, Presentation, Gathering Information, Analyzing Information, Identifying Problems, Resolving Problems, Drawing Conclusions, Decision Making, Independent Work, Teamwork, Customer Service, SelfMotivation, Proactivity, Ambition, Project Management, SDLC, SCRUM, Agile Methodologies, Medical Insurance, Dental Insurance, Vision Insurance, Paid Time Off, Tuition Reimbursement, 401K, Volunteer Time, Equal Opportunity Employer",Pacific Dental Services,"Henderson, NV",Mid senior,Onsite
Sr Business Data Analyst,"UI Path, Power Automate, Blue Prism, Python, SQL, C, .NET, Process controls, Logistics, Supply chain, Transportation, Modeling, Visualization, Optimization, Reporting, Analyzing, Predicting, Key Performance Indicators, Communication, Data structure, Spreadsheets, Databases, Data visualization, Cycle Time to Action (CTA), Site operations, Service levels, Operational costs, Operational enhancements, Account startup analysis, Report implementation, Standardized reporting, Ad hoc reporting, Internal and external reporting, New technologies, Information systems, Feasibility analyses, Predictive models, Data gathering, Reporting methods, Operations, Technical issues, Problem resolution, Customer solutions, Data modeling, Financial models, Productivity, Payroll, Cost benefits, Business impact, Labor budget, Undergraduate degree, Business, Logistics, Mathematics, Statistics, Analytics experience",DHL Supply Chain,"Westerville, OH",Mid senior,Onsite
Database Administrator,"Database Administration, SQL, Oracle, SQL Server, Data Refresh, Deployment Packages, Reporting, Cloud",Steneral Consulting,"Des Moines, IA",Mid senior,Onsite
Junior Data Migration Analyst,"BA/BS degree, Data migration, Data integrity, Data mapping, Healthcare, Java, Maven, MS Access, Public health, SQL, Use cases, Xml","V-Soft Consulting Group, Inc.","Hartford, CT",Mid senior,Onsite
Data-Intensive Python/SQL Developer with Machine Learning Experience,"Python, SQL, Data Analysis, Modeling, Visualization, Machine Learning, ScikitLearn, TensorFlow, PyTorch, Pandas, NumPy, Data Manipulation, Data Pipelines, Data Availability, Data Integrity, Exploratory Data Analysis, DataDriven Tools, Dashboards, Investment DecisionMaking, ProblemSolving, Communication, Collaboration, Finance, Portfolio Management",The Cypress Group,New York City Metropolitan Area,Associate,Onsite
Java Lead with Bigdata exp,"Java 8+/J2EE, Spring, SpringBoot, Micro Services, RESTful Services, Big Data, Cloud AWS eventbased architecture, Kubernetes, ELK (Elasticsearch Logstash & Kibana), NoSQL (MongoDB), Queue based implementations, ORM Framework  JPA / Hibernate, TDD/ATDD, Java, Python, Spark, DevOps tool chain (Jenkins Artifactory Ansible/Chef/Puppet/Spinnaker Maven/Gradle Atlassian Tool suite), NonFunctional (Technical) Requirements, UI Framework (Angular / ReactJS), OAuth implementation using Ping Identity, API Management (Apigee) or Service Mesh (Istio), Queue/Topic (ActiveMQ) based implementations, Scheduler and Batch Jobs, Scripting languages using Unix, AWS certified",Livemindz,"McLean, VA",Associate,Onsite
Machine Learning Engineer,"Machine Learning, Software Engineering, Python, R, SQL, Data Engineering, ETL, Big Data, Microservices, REST API, Data Visualization, H2O Wave, Tableau, PowerBI, MLFlow, Supervised Learning, Unsupervised Learning, Clustering, Decision Tree Learning, Neural Networks, Statistical Techniques, Customer Service, Communication, Hadoop, Spark, NoSQL, DevOps, Git, Jenkins, ArgoCD, Data Privacy, Security, Natural Language Processing, Computer Vision, Model Interpretability, Feature Importance, Partial Dependence Plots, SHAP Values, IaC, Terraform, AWS Cloud Formation, Containerization, Kubernetes, Docker, kubectl, helm",H2O.ai,"Sydney, New South Wales, Australia",Mid senior,Onsite
Geospatial Database Specialist,"Geospatial Database, TS/SCI with CI Poly, BS in Engineering or Computer Science, DOD 8140 (8570) IAM or IAT Level II Certification, PostgreSQL, SQL, Relational Database Development, AWS Database Services, Atlassian Suite (JIRA Confluence), ESRI Database Tools, Cloud Technologies, AWS Certified Database Specialty, ICITE or DCGSA Cloud Concepts, Agile Software Development, Database Architecture, Database Management, Database Maintenance, Backup/Recovery, Database Security, Database Support, Performance Monitoring, Log Analysis, Troubleshooting, Patch Management, Security Patch Management",Falcon IT & Staffing Solutions,"Aurora, CO",Mid senior,Onsite
Sr. Database Administrator,"AWS, Database administration, System administration, Networking, Server and storage, Data migration, Data maintenance, Data security, Disaster recovery, Process improvement, Performance improvement, Relational databases, Serviceoriented architecture, Infrastructure, SQL, Computer science, Information technology, Operating systems, Client/server middleware, Degree in computer science or information technology",Choice Hotels International,Greater Phoenix Area,Mid senior,Onsite
"Master Data Management Analyst, Owings Mills, MD (Hybrid)","Master Data Management (MDM), Data Management, Data Analysis, Data Governance, Data Quality, Data Integration, Data Modeling, Data Warehousing, Informatica, Collibra, SAP MDG, Reltio, TIBCO, Business Entity, Data Director",Stellent IT,"Owings Mills, MD",Mid senior,Onsite
Senior Data Engineer,"Data Pipeline Architecture, Data Flow Optimization, Data Collection, Master Data Repositories, Data Systems Optimization, Data Delivery Architecture, Data Infrastructure, Data Extraction, Data Transformation, Data Loading, Structured Query Language, Azure, Cloud Technologies, Data Warehousing Methodologies, Relational Databases, Data Engineering, Database Development, Master Data Management, Azure Service Bus, Azure Data Factory, Dell Boomi, ETL/ELT Technologies, ObjectOriented Scripting Languages, Python, C#, C++, JavaScript, Data Pipelines, Data Architectures, Data Analytics, Root Cause Analysis, Unstructured Datasets, Data Manipulation, Data Processing, Data Extraction, Project Management, Organizational Skills, CrossFunctional Teams, Microsoft Master Data Services, Data Vault 2.0",Bio-Techne,"Centennial, CO",Mid senior,Onsite
Senior Data Analyst,"Data modeling, Data catalog building and maintenance, Content taxonomy frameworks, Data management tools, Data profiling, Data classification, Data filtering, Data cleansing, Data analysis, Data collection, Statistical efficiency, Data quality, Data governance, Data visualization, PHI data, PII data, PCI data, KPI tracking, Business solutions development, Data engineering, Data science, Data transformation, Artificial intelligence, Business stakeholder collaboration, Data literacy promotion, Datarelated project requirements gathering, Data analysts and engineers team leading, Statistical analysis, Statistical software (SAS SPSS or R), Process improvement, Computer Science, Statistics, 7+ years of experience",A-Line Staffing Solutions,"New York, NY",Mid senior,Onsite
Principal Data Engineer-Snowflake,"Data Engineering, Data Design, Data Management, Data Development, Machine Learning, Snowflake, Data Warehousing, Data Marts, SQL, ETL, Cloud Computing, Azure, System Development Life Cycle (SDLC), ProblemSolving, Analytical Skills, Communication Skills, Bachelor's Degree in Computer Science",InnovAge,"Denver, CO",Mid senior,Onsite
ITS Application Analyst II / IS Data Governance,"Data governance, Data policy development, Healthcare IT, Microsoft Office, Conflict resolution, Project management, Process improvement, Quality skills, Communication skills, Confidentiality, Knowledge of general information technology policies and procedures, Ability to operate various office machines, Problemsolving, Analytical skills, Presentation skills, Prioritization skills, Interpersonal skills, Organizational skills, Ability to work as part of a team, Written communication, Verbal communication, Analytical skills, Ability to multitask, Proficiency with computers and software, Knowledge of state and federal health care information technology laws and regulations",Hartford HealthCare,"Farmington, CT",Mid senior,Onsite
Sr. Database Admin. - TS/SCI,"DevOps, Infrastructure as Code (IaC), SQL, NoSQL, MSSQL, MySQL, PostgreSQL, Redis, Python3, PowerShell, Bash, Configuration Management, Salt, Ansible, Windows server administration, Linux server administration, Kubernetes, Rancher, Nexus, Cloudera, Atlassian Jira, Jira Service Desk, Confluence, CI/CD Tools, Elasticsearch, Gitlab, Agile practices, Database design, Database implementation, Database maintenance, Database monitoring, Database performance tuning, Database optimization, Database hardening, Database patching, Database replication, High availability, Backup, Disaster recovery, Windows Server, Linux, Top Secret clearance, TS/SCI clearance, Strong verbal and written communication, Teamwork, Selfstarter, Agile",Xcelerate Solutions,"Bethesda, MD",Mid senior,Onsite
Cloud Data Engineer,"Data Engineering, Data Pipelines, Data Lake, Data Lake House, Data Warehouse, Machine Learning Models, MLOPS, ML Deployment, Data Source Mapping, Pipeline Creation, Data Analytics, Data Reporting, Data Visualization, Data Debubbing, Data Wrangling, Data Profiling, Python, Data Quality Checks, Automated Testing, Monitoring, Structured DecisionMaking, Project Management, Dev and Prod Environments, Metadata Driven ETL Models, Data Scientist Collaboration, Offshore Support, Bachelor's Degree, Computer Science, Engineering, Statistics, Cloud Services, Azure, AWS, Terraform, RDBMS, DB2, Informix, SQL Server, MySQL, Oracle, Postgres, Maria DB, Python, Pandas, Tensor flow, Django, Data Frames, SQL, Stored Procedures, Apache Workflow, DBT, Azure ADF, REST APIs, Windows, Linux, PowerShell, Linux Bash, GIT, SVN, Bitbucket, Azure DevOps, Hospitality Industry, Financial Industry, Revenue Management, Sales, Digital Marketing, Machine Learning Python Libraries, NumPy, SciPy, OpenCV",Omni Hotels & Resorts,"Dallas, TX",Mid senior,Onsite
Lead Data Analyst,"Machine Learning, Python, Data Science, Data Quality, Data Gathering, Coding Best Practices, Lean Development, Agile Development, Deep Learning, Generative AI, Large Language Models, Cognitive Services, SQL, Hive, Spark, Scala, Tableau, Big Data, Hadoop Distributed File System (HDFS), Perception, Regression, Computer Vision, Natural Language Processing, Time Series Data, Distributed Systems, Statistical Testing",Infosys,"Dallas, TX",Mid senior,Onsite
Data Analyst,"Data Analyst, SQL, Excel, Power BI, Healthcare, Health plans, Business Administration, Information Systems, Health Informatics, Compliance, Regulatory reporting, Reporting","IDR, Inc.","Dallas, TX",Mid senior,Onsite
Senior Azure Data Engineer,"Azure, SQL, Python, PySpark, Databricks, CI/CD, DevOps, Data Science, Engineering, Analytics, Data Environment, Cloud Environment, Leadership",Energy Jobline,"Edinburgh, Scotland, United Kingdom",Mid senior,Onsite
Senior Data Engineer,"Data Engineering, Data Ingestion, Data Pipelines, Business Requirements, Technical Specifications, SSIS, SSAS, SSRS, Onprem to Cloud Migration, AWS, Azure, SQL Server, TSQL, API Integration, ETL, Data Modelling, Power BI, Vendor Solutions, Paid Parental Leave, Gifted Leave, Coaching, Mentoring, Career Growth, Education, Training",NOVON,"New South Wales, Australia",Mid senior,Onsite
